,watch-title,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0
31,Explaining Machine Learning to a 13 Year Old | ML & AI to Kids,487 visualizações,Estreou em 23 de mai. de 2020,Pessoas e blogs,"#GetSaged



    Explaining Machine Learning to a 13 Year Old | ML & AI to Kids","Get Saged













Carregando...
    







        Cancelar inscrição de Get Saged?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição824 











Carregando...
    









Carregando...
    













        Processando...","487 visualizações







59

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



60


9

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



10",https://i.ytimg.com/vi/8NN_0vIRr3w/maxresdefault.jpg,1280.0,720.0,Explaining Machine Learning to a 13 Year Old School Student the real Machine learning and Artificial Intelligence. Get Saged App Link: https://bit.ly/GetSage...,1280.0,720.0,how to learn machine learning,/channel/UCGuJC8U8zMOpvKdYPsh1M2Q
32,Introduction to Recommender Systems using ML | Part 01 | Machine Learning | Intellify,5 visualizações,Publicado em 25 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    Introduction to Recommender Systems using ML | Part 01 | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/8PUoZiHOrvo/maxresdefault.jpg,1280.0,720.0,"Get an introduction to recommended system in machine learning and learn about its uses, basics, definition and much more in this video by intellify experts. ...",1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
33,Tải dataset từ Kaggle trên Colab Notebook,2 visualizações,Publicado em 12 de mar. de 2020,Pessoas e blogs,Tải dataset từ Kaggle trên Colab Notebook,"ezcodin













Carregando...
    







        Cancelar inscrição de ezcodin?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","2 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/8Rt5FTD6PQg/maxresdefault.jpg,1280.0,720.0, ,960.0,720.0,,/channel/UCoh4NQvevnd3PWj8Aip2GnA
34,Lecture #32: Activation Functions Neural Networks | Deep Learning,50 visualizações,Estreou em 24 de mai. de 2020,Educação,"#NeuralNetworks #DeepLearning #DeepNeuralNetwork



    Lecture #32: Activation Functions Neural Networks | Deep Learning","Knowledge Center













Carregando...
    







        Cancelar inscrição de Knowledge Center?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição7,6 mil 











Carregando...
    









Carregando...
    













        Processando...","50 visualizações







4

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/98mdyt06U_I/maxresdefault.jpg,1280.0,720.0,Complete Course Deep Learning playlist: https://www.youtube.com/playlist?list=PL1w8k37X_6L95W33vEXSE9jXJOfvNB3l8 ===============Best Books on Machine Learnin...,1280.0,720.0,artificial intelligence,/channel/UCMn3_305DqmTylxJPFA8OJA
35,Data Science,78 visualizações,Publicado em 26 de mai. de 2020,Pessoas e blogs,Data Science,"ORKA BAROQUE CO.













Carregando...
    







        Cancelar inscrição de ORKA BAROQUE CO.?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2 











Carregando...
    









Carregando...
    













        Processando...","78 visualizações







4

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/9K80lkreP5s/maxresdefault.jpg,1280.0,720.0,Music,1280.0,720.0,,/channel/UClRGToY0adw8SDEqYxmG4DA
36,How He Became a Kaggle Grandmaster and Got a Computer Vision Engineer Job at Lyft,632 visualizações,Publicado em 24 de mar. de 2020,Educação,How He Became a Kaggle Grandmaster and Got a Computer Vision Engineer Job at Lyft,"Towards Data Science













Carregando...
    







        Cancelar inscrição de Towards Data Science?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição4,77 mil 











Carregando...
    









Carregando...
    













        Processando...","632 visualizações







25

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



26


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/9NSm0SW9Eg0/maxresdefault.jpg,1280.0,720.0,"In this TDS podcast episode, Vladimir Iglovikov discusses how he got his computer vision engineer job at Lyft, as well as how he became a Kaggle grandmaster....",1280.0,720.0,,/channel/UCuHZ1UYfHRqk3-5N5oc97Kw
37,Les Bases du Machine Learning | Machine Learning #1,385 visualizações,Publicado em 25 de mai. de 2020,Educação,Les Bases du Machine Learning | Machine Learning #1,"Kronecker













Carregando...
    







        Cancelar inscrição de Kronecker?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição743 











Carregando...
    









Carregando...
    













        Processando...","385 visualizações







55

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



56


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/9cC-n9h1JlE/maxresdefault.jpg,1280.0,720.0,"Premier épisode d'une série sur le machine learning, branche fondamentale de l'intelligence artificielle. Dans cet épisode nous verrons les bases du machine ...",1280.0,720.0,ai,/channel/UCRPiNCGmIqyPaMoI0s9Kk9Q
38,Feature Engineering | Titanic: Machine Learning from Disaster | Part 15 | Kaggle Competition,Nenhuma visualização,Estreou em 14 de abr. de 2020,Educação,"#artificialintelligence #ai #machinelearning



    Feature Engineering | Titanic: Machine Learning from Disaster | Part 15 | Kaggle Competition","Rohit Bhandari













Carregando...
    







        Cancelar inscrição de Rohit Bhandari?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição5 











Carregando...
    









Carregando...
    













        Processando...","Nenhuma visualização







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/9lyMWlQPw8M/maxresdefault.jpg,1280.0,720.0,"This is the legendary Titanic ML competition – the best, first challenge for you to dive into ML competitions and familiarize yourself with how the Kaggle pl...",1280.0,720.0,computerscience,/channel/UCJoZTPDHDNcyqq3zVYUnz3Q
39,"Julia for Data Science - Video 3: Statistics, by Dr. Huda Nassar (for JuliaAcademy.com)",564 visualizações,Publicado em 26 de mai. de 2020,Ciência e tecnologia,"Julia for Data Science - Video 3: Statistics, by Dr. Huda Nassar (for JuliaAcademy.com)","The Julia Programming Language













Carregando...
    







        Cancelar inscrição de The Julia Programming Language?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição22,3 mil 











Carregando...
    









Carregando...
    













        Processando...","564 visualizações







38

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



39


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/AAGxWEJ_eWk/maxresdefault.jpg,1280.0,720.0,Join the course at: https://juliaacademy.com/p/julia-for-data-science The code for this course can be found at: https://github.com/JuliaAcademy/DataScience L...,1280.0,720.0,coding,/channel/UC9IuUwwE2xdjQUT_LMLONoA
40,"Julia for Data Science - Video 0: Welcome, by Dr. Huda Nassar (for JuliaAcademy.com)",996 visualizações,Publicado em 26 de mai. de 2020,Ciência e tecnologia,"Julia for Data Science - Video 0: Welcome, by Dr. Huda Nassar (for JuliaAcademy.com)","The Julia Programming Language













Carregando...
    







        Cancelar inscrição de The Julia Programming Language?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição22,3 mil 











Carregando...
    









Carregando...
    













        Processando...","996 visualizações







64

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



65


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/AXgLWumAOhk/maxresdefault.jpg,1280.0,720.0,Join the course at: https://juliaacademy.com/p/julia-for-data-science The code for this course can be found at: https://github.com/JuliaAcademy/DataScience L...,1280.0,720.0,tutorials,/channel/UC9IuUwwE2xdjQUT_LMLONoA
41,Panel Discussion on Data Science Jobs and Hiring | GreyAtom,40 visualizações,Publicado em 26 de mai. de 2020,Educação,Panel Discussion on Data Science Jobs and Hiring | GreyAtom,"GreyAtom School













Carregando...
    







        Cancelar inscrição de GreyAtom School?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","40 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Aenj-RCS9LQ/maxresdefault.jpg,1280.0,720.0,"Panel Discussion on Data Science Jobs and Hiring | GreyAtom Data Science may be a relatively new field, but already the world is looking to data scientists t...",1280.0,720.0,Hiring,/channel/UCthaqrp0wMlP6tOC7XfjVuw
42,Outlier Handling | Machine Learning | Intellify,5 visualizações,Publicado em 25 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    Outlier Handling | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/ApSaIWzvGGo/maxresdefault.jpg,1280.0,720.0,Do you intrested in learning the outlier handling concept in machine learning?Here our experts of Intellify have come up with an video which would covers the...,1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
43,Learn Data Science by Doing Kaggle Competitions: Connect X,107 visualizações,Publicado em 2 de mai. de 2020,Ciência e tecnologia,Learn Data Science by Doing Kaggle Competitions: Connect X,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição676 











Carregando...
    









Carregando...
    













        Processando...","107 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/AuaeajmrAIc/maxresdefault.jpg,1280.0,720.0,Kaggle competition: https://www.kaggle.com/c/connectx Meetup page: https://www.meetup.com/LearnDataScience/events/btclrrybcgbnc/ Slides: https://docs.google....,1280.0,720.0,,/channel/UCJhW_16uxALr0X4olEW2p5A
